TEST_RESULT,Sum
5-10 (42.6/㎕),6
5-10 (37.0/㎕),6
5-10 (33.6/㎕),6
5-10 (35.6/㎕),6
5-10 (37.5/㎕),6
5-10 (31.4/㎕),6
5-10 (40.5/㎕),6
5-10 (46.0/㎕),6
5-10 (40.1/㎕),6
5-10 (29.1/㎕),6
5-10 (41.5/㎕),6
5-10 (37.7/㎕),6
5-10 (42.5/㎕),6
5-10 (54.7/㎕),6
5-10 (37.6/㎕),6
5-10 (45.4/㎕),6
10-25 (62.5/㎕),6
5-10 (50.0/㎕),6
5-10 (43.8/㎕),6
5-10 (29.2/㎕),6
5-10 (43.2/㎕),6
5-10 (38.9/㎕),6
10-25 (61.1/㎕),6
5-10 (44.3/㎕),6
5-10 (48.5/㎕),6
5-10 (41.8/㎕),6
5-10 (39.5/㎕),6
10-25 (60.4/㎕),5
10-25 (57.7/㎕),5
5-10 (48.9/㎕),5
10-25 (63.7/㎕),5
5-10 (35.4/㎕),5
5-10 (46.3/㎕),5
5-10 (35.9/㎕),5
10-25 (59.0/㎕),5
10-25 (60.2/㎕),5
5-10 (34.5/㎕),5
5-10 (51.6/㎕),5
5-10 (39.2/㎕),5
5-10 (50.1/㎕),5
5-10 (36.2/㎕),5
5-10 (52.8/㎕),5
5-10 (51.1/㎕),5
5-10 (40.3/㎕),5
10-25 (57.0/㎕),5
5-10 (37.8/㎕),5
2-5 (24.7/㎕),5
5-10 (36.6/㎕),5
5-10 (43.5/㎕),5
10-25 (57.5/㎕),5
5-10 (31.1/㎕),5
5-10 (28.7/㎕),5
5-10 (43.4/㎕),5
5-10 (43.7/㎕),5
10-25 (61.2/㎕),5
5-10 (50.9/㎕),5
5-10 (34.1/㎕),5
5-10 (34.2/㎕),5
5-10 (49.4/㎕),5
5-10 (42.9/㎕),5
2-5 (24.3/㎕),5
5-10 (30.5/㎕),5
5-10 (47.4/㎕),5
5-10 (32.6/㎕),5
5-10 (49.6/㎕),5
5-10 (31.6/㎕),5
5-10 (30.4/㎕),5
5-10 (42.4/㎕),5
10-25 (58.4/㎕),5
5-10 (50.7/㎕),5
5-10 (42.2/㎕),5
10-25 (63.8/㎕),5
5-10 (54.8/㎕),5
5-10 (38.1/㎕),5
10-25 (79.2/㎕),5
5-10 (51.4/㎕),4
5-10 (46.8/㎕),4
5-10 (49.5/㎕),4
5-10 (38.8/㎕),4
5-10 (39.8/㎕),4
5-10 (30.0/㎕),4
5-10 (49.1/㎕),4
5-10 (46.9/㎕),4
5-10 (40.0/㎕),4
10-25 (64.9/㎕),4
10-25 (79.9/㎕),4
5-10 (40.8/㎕),4
5-10 (55.4/㎕),4
5-10 (45.6/㎕),4
5-10 (45.0/㎕),4
10-25 (58.6/㎕),4
5-10 (37.4/㎕),4
10-25 (58.7/㎕),4
10-25 (60.8/㎕),4
10-25 (56.0/㎕),4
5-10 (47.5/㎕),4
10-25 (56.4/㎕),4
10-25 (56.3/㎕),4
5-10 (39.3/㎕),4
5-10 (49.8/㎕),4
5-10 (36.7/㎕),4
5-10 (45.7/㎕),4
5-10 (34.4/㎕),4
5-10 (44.2/㎕),4
5-10 (36.8/㎕),4
10-25 (60.6/㎕),4
10-25 (59.9/㎕),4
5-10 (50.5/㎕),4
10-25 (69.6/㎕),4
5-10 (47.3/㎕),4
10-25 (71.9/㎕),4
5-10 (40.2/㎕),4
5-10 (52.2/㎕),4
10-25 (74.1/㎕),4
5-10 (34.9/㎕),4
5-10 (36.3/㎕),4
10-25 (72.8/㎕),4
5-10 (48.2/㎕),4
5-10 (41.1/㎕),4
5-10 (41.9/㎕),4
10-25 (57.8/㎕),4
5-10 (35.0/㎕),4
5-10 (47.8/㎕),4
10-25 (66.1/㎕),4
5-10 (40.7/㎕),3
5-10 (47.1/㎕),3
10-25 (58.0/㎕),3
10-25 (87.5/㎕),3
10-25 (101.3/㎕),3
5-10 (55.5/㎕),3
10-25 (100.8/㎕),3
10-25 (72.7/㎕),3
10-25 (58.1/㎕),3
10-25 (81.8/㎕),3
5-10 (39.0/㎕),3
10-25 (63.3/㎕),3
5-10 (46.4/㎕),3
5-10 (42.3/㎕),3
10-25 (59.2/㎕),3
10-25 (60.1/㎕),3
10-25 (63.1/㎕),3
10-25 (57.1/㎕),3
5-10 (51.0/㎕),3
10-25 (65.8/㎕),3
10-25 (63.9/㎕),3
5-10 (52.4/㎕),3
5-10 (54.3/㎕),3
10-25 (55.8/㎕),3
10-25 (68.1/㎕),3
10-25 (70.0/㎕),3
5-10 (41.2/㎕),3
5-10 (48.8/㎕),3
5-10 (40.6/㎕),3
5-10 (53.4/㎕),3
10-25 (77.6/㎕),3
10-25 (84.0/㎕),3
10-25 (76.1/㎕),3
10-25 (66.7/㎕),3
10-25 (76.7/㎕),3
5-10 (47.0/㎕),3
10-25 (69.1/㎕),3
10-25 (66.8/㎕),3
5-10 (52.3/㎕),3
5-10 (54.5/㎕),3
5-10 (54.1/㎕),3
10-25 (65.7/㎕),3
5-10 (46.6/㎕),3
10-25 (95.3/㎕),3
5-10 (51.9/㎕),3
10-25 (78.3/㎕),3
5-10 (32.7/㎕),3
5-10 (55.2/㎕),3
5-10 (42.1/㎕),3
5-10 (50.8/㎕),3
10-25 (59.1/㎕),3
10-25 (56.7/㎕),3
5-10 (50.4/㎕),3
5-10 (52.0/㎕),3
5-10 (44.1/㎕),3
10-25 (62.3/㎕),3
10-25 (56.6/㎕),3
5-10 (37.9/㎕),3
10-25 (62.4/㎕),3
10-25 (62.0/㎕),3
5-10 (37.2/㎕),3
10-25 (71.7/㎕),3
10-25 (84.7/㎕),3
10-25 (142.2/㎕),3
10-25 (76.5/㎕),3
5-10 (47.9/㎕),3
5-10 (51.8/㎕),3
10-25 (89.5/㎕),3
10-25 (57.9/㎕),3
10-25 (103.6/㎕),3
10-25 (56.8/㎕),3
5-10 (52.7/㎕),3
5-10 (45.1/㎕),3
5-10 (39.7/㎕),3
5-10 (42.7/㎕),3
5-10 (45.2/㎕),3
5-10 (48.1/㎕),3
10-25 (63.6/㎕),3
5-10 (44.4/㎕),3
10-25 (69.7/㎕),3
5-10 (44.5/㎕),3
5-10 (40.9/㎕),3
5-10 (49.2/㎕),3
5-10 (45.9/㎕),3
10-25 (100.3/㎕),3
5-10 (41.3/㎕),3
10-25 (71.5/㎕),3
5-10 (53.0/㎕),3
10-25 (57.2/㎕),3
10-25 (74.0/㎕),3
10-25 (76.9/㎕),3
10-25 (83.1/㎕),3
5-10 (35.8/㎕),3
5-10 (48.3/㎕),3
5-10 (54.2/㎕),3
10-25 (70.9/㎕),2
10-25 (84.3/㎕),2
10-25 (85.5/㎕),2
10-25 (112.9/㎕),2
10-25 (142.3/㎕),2
10-25 (55.9/㎕),2
10-25 (86.2/㎕),2
10-25 (116.5/㎕),2
5-10 (53.8/㎕),2
10-25 (88.2/㎕),2
10-25 (73.1/㎕),2
10-25 (81.2/㎕),2
10-25 (58.9/㎕),2
10-25 (84.9/㎕),2
5-10 (46.1/㎕),2
10-25 (62.8/㎕),2
10-25 (116.2/㎕),2
10-25 (61.6/㎕),2
5-10 (50.6/㎕),2
10-25 (73.8/㎕),2
10-25 (133.9/㎕),2
25이상 (151.8/㎕),2
10-25 (67.3/㎕),2
10-25 (56.2/㎕),2
10-25 (56.5/㎕),2
10-25 (90.4/㎕),2
5-10 (36.5/㎕),2
10-25 (64.3/㎕),2
10-25 (105.9/㎕),2
10-25 (56.1/㎕),2
10-25 (72.4/㎕),2
10-25 (109.8/㎕),2
10-25 (61.4/㎕),2
10-25 (67.8/㎕),2
10-25 (79.8/㎕),2
10-25 (109.9/㎕),2
10-25 (117.3/㎕),2
10-25 (70.5/㎕),2
5-10 (43.1/㎕),2
10-25 (79.1/㎕),2
25이상 (149.1/㎕),2
5-10 (55.1/㎕),2
10-25 (92.2/㎕),2
5-10 (35.3/㎕),2
5-10 (46.5/㎕),2
5-10 (48.4/㎕),2
10-25 (70.2/㎕),2
10-25 (67.9/㎕),2
10-25 (62.2/㎕),2
10-25 (83.8/㎕),2
10-25 (61.9/㎕),2
10-25 (65.5/㎕),2
10-25 (60.0/㎕),2
5-10 (49.0/㎕),2
10-25 (87.3/㎕),2
10-25 (104.0/㎕),2
25이상 (152.9/㎕),2
10-25 (59.8/㎕),2
10-25 (130.3/㎕),2
10-25 (85.3/㎕),2
5-10 (52.1/㎕),2
5-10 (53.7/㎕),2
25이상 (222.7/㎕),2
10-25 (126.9/㎕),2
10-25 (87.7/㎕),2
10-25 (58.3/㎕),2
10-25 (82.2/㎕),2
10-25 (68.8/㎕),2
5-10 (43.9/㎕),2
10-25 (73.9/㎕),2
10-25 (144.1/㎕),2
10-25 (59.3/㎕),2
10-25 (68.0/㎕),2
10-25 (58.2/㎕),2
10-25 (88.6/㎕),2
5-10 (47.7/㎕),2
10-25 (80.5/㎕),2
5-10 (44.9/㎕),2
5-10 (51.5/㎕),2
10-25 (82.3/㎕),2
5-10 (43.0/㎕),2
10-25 (96.7/㎕),2
25이상 (284.9/㎕),2
10-25 (120.1/㎕),2
10-25 (67.0/㎕),2
10-25 (117.0/㎕),2
10-25 (91.5/㎕),2
10-25 (86.0/㎕),2
10-25 (93.5/㎕),2
10-25 (66.6/㎕),2
10-25 (73.5/㎕),2
10-25 (75.5/㎕),2
10-25 (76.3/㎕),2
5-10 (36.0/㎕),2
5-10 (52.9/㎕),2
10-25 (89.2/㎕),2
10-25 (76.8/㎕),2
10-25 (86.8/㎕),2
10-25 (66.5/㎕),2
10-25 (82.0/㎕),2
10-25 (97.5/㎕),2
10-25 (112.1/㎕),2
5-10 (42.8/㎕),2
5-10 (51.3/㎕),2
10-25 (85.6/㎕),2
10-25 (92.4/㎕),2
25이상 (151.2/㎕),2
10-25 (60.7/㎕),2
10-25 (81.1/㎕),2
5-10 (29.6/㎕),2
10-25 (112.8/㎕),2
10-25 (123.3/㎕),2
10-25 (99.9/㎕),2
10-25 (123.8/㎕),2
10-25 (57.6/㎕),2
5-10 (46.7/㎕),2
10-25 (90.0/㎕),2
10-25 (113.1/㎕),2
10-25 (74.8/㎕),2
10-25 (64.6/㎕),2
5-10 (51.2/㎕),2
10-25 (75.9/㎕),2
10-25 (60.3/㎕),2
5-10 (30.9/㎕),2
10-25 (71.0/㎕),2
5-10 (45.8/㎕),2
10-25 (87.8/㎕),2
10-25 (84.4/㎕),2
10-25 (78.0/㎕),2
10-25 (68.7/㎕),2
10-25 (61.5/㎕),2
10-25 (59.5/㎕),2
5-10 (53.9/㎕),2
5-10 (35.7/㎕),2
10-25 (131.4/㎕),2
10-25 (67.5/㎕),2
10-25 (71.2/㎕),1
10-25 (131.8/㎕),1
25이상 (305.7/㎕),1
25이상 (179.8/㎕),1
10-25 (107.4/㎕),1
10-25 (118.8/㎕),1
25이상 (1179.3/㎕),1
10-25 (75.0/㎕),1
10-25 (108.1/㎕),1
10-25 (112.4/㎕),1
10-25 (120.3/㎕),1
10-25 (141.4/㎕),1
10-25 (106.7/㎕),1
25이상 (238.4/㎕),1
10-25 (136.0/㎕),1
25이상 (169.4/㎕),1
10-25 (64.5/㎕),1
10-25 (123.9/㎕),1
25이상 (173.5/㎕),1
10-25 (126.5/㎕),1
10-25 (80.0/㎕),1
10-25 (121.6/㎕),1
25이상 (220.5/㎕),1
10-25 (138.8/㎕),1
10-25 (82.8/㎕),1
25이상 (215.0/㎕),1
25이상 (676.4/㎕),1
25이상 (163.9/㎕),1
10-25 (73.7/㎕),1
25이상 (1452.9/㎕),1
25이상 (1009.2/㎕),1
10-25 (85.7/㎕),1
10-25 (110.8/㎕),1
25이상 (388.6/㎕),1
25이상 (150.9/㎕),1
10-25 (129.3/㎕),1
25이상 (388.0/㎕),1
25이상 (230.4/㎕),1
10-25 (72.6/㎕),1
25이상 (172.7/㎕),1
10-25 (102.3/㎕),1
25이상 (333.6/㎕),1
25이상 (145.7/㎕),1
10-25 (83.3/㎕),1
25이상 (248.0/㎕),1
10-25 (114.0/㎕),1
25이상 (277.1/㎕),1
10-25 (103.1/㎕),1
25이상 (212.0/㎕),1
10-25 (94.7/㎕),1
10-25 (83.4/㎕),1
25이상 (326.0/㎕),1
10-25 (68.9/㎕),1
10-25 (132.5/㎕),1
10-25 (137.0/㎕),1
25이상 (160.7/㎕),1
25이상 (426.0/㎕),1
10-25 (105.4/㎕),1
10-25 (104.2/㎕),1
10-25 (135.6/㎕),1
10-25 (117.7/㎕),1
10-25 (140.3/㎕),1
25이상 (161.1/㎕),1
25이상 (163.2/㎕),1
5-10 (48.7/㎕),1
25이상 (551.8/㎕),1
10-25 (120.9/㎕),1
25이상 (660.7/㎕),1
10-25 (82.1/㎕),1
25이상 (259.2/㎕),1
10-25 (131.1/㎕),1
25이상 (287.0/㎕),1
10-25 (121.2/㎕),1
25이상 (209.5/㎕),1
10-25 (77.0/㎕),1
10-25 (62.1/㎕),1
10-25 (89.3/㎕),1
25이상 (1874.6/㎕),1
25이상 (373.1/㎕),1
10-25 (70.4/㎕),1
25이상 (159.5/㎕),1
25이상 (229.1/㎕),1
10-25 (60.9/㎕),1
25이상 (634.4/㎕),1
25이상 (823.1/㎕),1
25이상 (344.6/㎕),1
10-25 (138.0/㎕),1
10-25 (115.1/㎕),1
10-25 (57.4/㎕),1
10-25 (113.3/㎕),1
25이상 (161.3/㎕),1
10-25 (88.1/㎕),1
10-25 (96.4/㎕),1
10-25 (79.7/㎕),1
10-25 (93.2/㎕),1
25이상 (151.0/㎕),1
10-25 (136.8/㎕),1
10-25 (143.4/㎕),1
10-25 (115.0/㎕),1
25이상 (208.8/㎕),1
5-10 (49.7/㎕),1
25이상 (159.2/㎕),1
10-25 (121.0/㎕),1
10-25 (75.2/㎕),1
10-25 (137.3/㎕),1
25이상 (224.5/㎕),1
25이상 (547.2/㎕),1
25이상 (1642.9/㎕),1
25이상 (588.1/㎕),1
25이상 (177.6/㎕),1
10-25 (99.6/㎕),1
25이상 (195.5/㎕),1
25이상 (430.0/㎕),1
25이상 (280.0/㎕),1
25이상 (249.5/㎕),1
10-25 (122.3/㎕),1
25이상 (1374.7/㎕),1
25이상 (145.1/㎕),1
10-25 (74.9/㎕),1
10-25 (140.2/㎕),1
10-25 (130.6/㎕),1
25이상 (229.3/㎕),1
10-25 (70.1/㎕),1
10-25 (95.4/㎕),1
10-25 (103.8/㎕),1
10-25 (89.1/㎕),1
10-25 (117.9/㎕),1
25이상 (147.8/㎕),1
25이상 (276.9/㎕),1
10-25 (101.0/㎕),1
10-25 (63.4/㎕),1
10-25 (104.8/㎕),1
10-25 (123.2/㎕),1
25이상 (221.2/㎕),1
25이상 (229.4/㎕),1
10-25 (78.4/㎕),1
25이상 (161.9/㎕),1
25이상 (202.6/㎕),1
25이상 (280.1/㎕),1
25이상 (366.9/㎕),1
10-25 (104.4/㎕),1
25이상 (196.1/㎕),1
10-25 (80.3/㎕),1
10-25 (104.1/㎕),1
25이상 (170.8/㎕),1
10-25 (81.9/㎕),1
10-25 (63.0/㎕),1
10-25 (124.3/㎕),1
25이상 (253.7/㎕),1
5-10 (47.2/㎕),1
10-25 (127.1/㎕),1
25이상 (182.6/㎕),1
25이상 (715.4/㎕),1
5-10 (54.6/㎕),1
10-25 (75.6/㎕),1
25이상 (278.6/㎕),1
10-25 (128.4/㎕),1
10-25 (79.3/㎕),1
10-25 (122.2/㎕),1
25이상 (232.6/㎕),1
10-25 (129.7/㎕),1
5-10 (54.9/㎕),1
10-25 (99.1/㎕),1
10-25 (121.1/㎕),1
25이상 (166.7/㎕),1
25이상 (333.9/㎕),1
25이상 (259.1/㎕),1
25이상 (151.1/㎕),1
25이상 (187.9/㎕),1
25이상 (153.5/㎕),1
10-25 (66.9/㎕),1
10-25 (94.3/㎕),1
10-25 (65.6/㎕),1
10-25 (83.7/㎕),1
10-25 (87.4/㎕),1
10-25 (97.1/㎕),1
10-25 (80.2/㎕),1
25이상 (351.4/㎕),1
10-25 (115.8/㎕),1
25이상 (173.3/㎕),1
25이상 (151.5/㎕),1
25이상 (166.6/㎕),1
10-25 (85.9/㎕),1
10-25 (85.1/㎕),1
25이상 (190.1/㎕),1
25이상 (422.9/㎕),1
10-25 (103.5/㎕),1
25이상 (148.3/㎕),1
10-25 (111.0/㎕),1
10-25 (114.2/㎕),1
10-25 (61.8/㎕),1
10-25 (90.7/㎕),1
10-25 (134.5/㎕),1
10-25 (64.0/㎕),1
10-25 (68.4/㎕),1
25이상 (663.0/㎕),1
25이상 (152.7/㎕),1
10-25 (90.9/㎕),1
10-25 (124.5/㎕),1
10-25 (91.0/㎕),1
25이상 (168.6/㎕),1
10-25 (77.2/㎕),1
10-25 (106.6/㎕),1
10-25 (139.9/㎕),1
25이상 (285.0/㎕),1
10-25 (82.5/㎕),1
10-25 (60.5/㎕),1
10-25 (96.5/㎕),1
25이상 (203.1/㎕),1
10-25 (68.3/㎕),1
